visit_id,host,name,value,time_stamp,type
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,expires,"Thu,30Apr202001:45:07GMT",2020-04-23T01:45:15.258Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,domain,t.sharethis.com,2020-04-23T01:45:15.258Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,path,/,2020-04-23T01:45:15.258Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stid,CiAAGl6g8yAAAAATMM58Aw==,2020-04-23T01:45:23.299Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stidv,2,2020-04-23T01:45:23.299Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,pxcelPage_c010,0_14_1587606307133,2020-04-23T01:45:23.299Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stid,CiAAGl6g8yAAAAATMM58Aw==,2020-04-23T01:45:23.300Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stidv,2,2020-04-23T01:45:23.300Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,pxcelPage_c010,0_14_1587606307133,2020-04-23T01:45:23.300Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stid,CiAAGl6g8yAAAAATMM58Aw==,2020-04-23T01:45:23.300Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stidv,2,2020-04-23T01:45:23.300Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,pxcelPage_c010,0_14_1587606307133,2020-04-23T01:45:23.300Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stid,CiAAGl6g8yAAAAATMM58Aw==,2020-04-23T01:45:23.300Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stidv,2,2020-04-23T01:45:23.300Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,pxcelPage_c010,0_14_1587606307133,2020-04-23T01:45:23.300Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stid,CiAAGl6g8yAAAAATMM58Aw==,2020-04-23T01:45:23.303Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stidv,2,2020-04-23T01:45:23.303Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,pxcelPage_c010,0_14_1587606307133,2020-04-23T01:45:23.303Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stid,CiAAGl6g8yAAAAATMM58Aw==,2020-04-23T01:45:23.305Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stidv,2,2020-04-23T01:45:23.305Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,pxcelPage_c010,0_14_1587606307133,2020-04-23T01:45:23.305Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,pxcelPage_c010,0_21_1587606307133,2020-04-23T01:45:23.306Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,expires,"Thu,30Apr202001:45:07GMT",2020-04-23T01:45:23.306Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,domain,t.sharethis.com,2020-04-23T01:45:23.306Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,path,/,2020-04-23T01:45:23.306Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stid,CiAAGl6g8yAAAAATMM58Aw==,2020-04-23T01:45:26.011Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,__stidv,2,2020-04-23T01:45:26.011Z,use
3,https://t.sharethis.com/0.415.19572/a/US/t_.js?cid=c010#rnd=1587606306085&cid=c010&dmn=matrix.berkeley.edu&tt=t.dhj&dhjLcy=622&lbl=pxcel&flbl=pxcel&ll=d&ver=0.415.19572&ell=d&cck=__stid&pn=%2FCOVID-19&qs=na&rdn=www.berkeley.edu&rpn=%2F&rqs=na&cc=US&cont=NA&ipaddr=&htmReqTime=1587606306930,pxcelPage_c010,0_21_1587606307133,2020-04-23T01:45:26.011Z,use
3,https://ssl.google-analytics.com/ga.js,__utma,41573937.1106402829.1587606280.1587606280.1587606280.1,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,__utmc,41573937,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,__utmz,41573937.1587606280.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,__utmt,1,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,__utmb,41573937.1.10.1587606280,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,nmstat,1587606291823,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,__unam,94a0df2-171a4b5b508-2ff782ff-2,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,_ga,GA1.2.1106402829.1587606280,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,_gid,GA1.2.2027022947.1587606305,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,_gat,1,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,__utma,41573937.1106402829.1587606280.1587606280.1587606280.1,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,__utmc,41573937,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,__utmz,41573937.1587606280.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,__utmt,1,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,__utmb,41573937.1.10.1587606280,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,nmstat,1587606291823,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,__unam,94a0df2-171a4b5b508-2ff782ff-2,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,_ga,GA1.2.1106402829.1587606280,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,_gid,GA1.2.2027022947.1587606305,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,_gat,1,2020-04-23T01:45:28.765Z,use
3,https://ssl.google-analytics.com/ga.js,__utma,41573937.1106402829.1587606280.1587606280.1587606280.1,2020-04-23T01:45:28.769Z,use
3,https://ssl.google-analytics.com/ga.js,__utmc,41573937,2020-04-23T01:45:28.769Z,use
3,https://ssl.google-analytics.com/ga.js,__utmz,41573937.1587606280.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),2020-04-23T01:45:28.769Z,use
3,https://ssl.google-analytics.com/ga.js,__utmt,1,2020-04-23T01:45:28.769Z,use
3,https://ssl.google-analytics.com/ga.js,__utmb,41573937.1.10.1587606280,2020-04-23T01:45:28.769Z,use
3,https://ssl.google-analytics.com/ga.js,nmstat,1587606291823,2020-04-23T01:45:28.769Z,use
3,https://ssl.google-analytics.com/ga.js,__unam,94a0df2-171a4b5b508-2ff782ff-2,2020-04-23T01:45:28.769Z,use
3,https://ssl.google-analytics.com/ga.js,_ga,GA1.2.1106402829.1587606280,2020-04-23T01:45:28.769Z,use
3,https://ssl.google-analytics.com/ga.js,_gid,GA1.2.2027022947.1587606305,2020-04-23T01:45:28.769Z,use
3,https://ssl.google-analytics.com/ga.js,_gat,1,2020-04-23T01:45:28.769Z,use
3,https://ssl.google-analytics.com/ga.js,__utma,41573937.1106402829.1587606280.1587606280.1587606280.1,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,__utmc,41573937,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,__utmz,41573937.1587606280.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,__utmt,1,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,__utmb,41573937.1.10.1587606280,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,nmstat,1587606291823,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,__unam,94a0df2-171a4b5b508-2ff782ff-2,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,_ga,GA1.2.1106402829.1587606280,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,_gid,GA1.2.2027022947.1587606305,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,_gat,1,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,__utma,41573937.1106402829.1587606280.1587606280.1587606280.1,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,__utmc,41573937,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,__utmz,41573937.1587606280.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,__utmt,1,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,__utmb,41573937.1.10.1587606280,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,nmstat,1587606291823,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,__unam,94a0df2-171a4b5b508-2ff782ff-2,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,_ga,GA1.2.1106402829.1587606280,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,_gid,GA1.2.2027022947.1587606305,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,_gat,1,2020-04-23T01:45:28.770Z,use
3,https://ssl.google-analytics.com/ga.js,__utma,41573937.1106402829.1587606280.1587606280.1587606280.1,2020-04-23T01:45:28.771Z,use
3,https://ssl.google-analytics.com/ga.js,__utmc,41573937,2020-04-23T01:45:28.771Z,use
3,https://ssl.google-analytics.com/ga.js,__utmz,41573937.1587606280.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),2020-04-23T01:45:28.771Z,use
3,https://ssl.google-analytics.com/ga.js,__utmt,1,2020-04-23T01:45:28.771Z,use
3,https://ssl.google-analytics.com/ga.js,__utmb,41573937.1.10.1587606280,2020-04-23T01:45:28.771Z,use
3,https://ssl.google-analytics.com/ga.js,nmstat,1587606291823,2020-04-23T01:45:28.771Z,use
3,https://ssl.google-analytics.com/ga.js,__unam,94a0df2-171a4b5b508-2ff782ff-2,2020-04-23T01:45:28.771Z,use
3,https://ssl.google-analytics.com/ga.js,_ga,GA1.2.1106402829.1587606280,2020-04-23T01:45:28.771Z,use
3,https://ssl.google-analytics.com/ga.js,_gid,GA1.2.2027022947.1587606305,2020-04-23T01:45:28.771Z,use
3,https://ssl.google-analytics.com/ga.js,_gat,1,2020-04-23T01:45:28.771Z,use
3,https://ssl.google-analytics.com/ga.js,__utma,41573937.1106402829.1587606280.1587606280.1587606280.1,2020-04-23T01:45:28.780Z,use
3,https://ssl.google-analytics.com/ga.js,path,/,2020-04-23T01:45:28.780Z,use
3,https://ssl.google-analytics.com/ga.js,expires,"Sat,23Apr202201:45:26GMT",2020-04-23T01:45:28.780Z,use
3,https://ssl.google-analytics.com/ga.js,domain,berkeley.edu,2020-04-23T01:45:28.780Z,use
3,https://ssl.google-analytics.com/ga.js,__utmb,41573937.1.10.1587606280,2020-04-23T01:45:28.781Z,use
3,https://ssl.google-analytics.com/ga.js,path,/,2020-04-23T01:45:28.781Z,use
3,https://ssl.google-analytics.com/ga.js,expires,"Thu,23Apr202002:15:26GMT",2020-04-23T01:45:28.781Z,use
3,https://ssl.google-analytics.com/ga.js,domain,berkeley.edu,2020-04-23T01:45:28.781Z,use
3,https://ssl.google-analytics.com/ga.js,__utmc,41573937,2020-04-23T01:45:28.782Z,use
3,https://ssl.google-analytics.com/ga.js,path,/,2020-04-23T01:45:28.782Z,use
3,https://ssl.google-analytics.com/ga.js,domain,berkeley.edu,2020-04-23T01:45:28.782Z,use
3,https://ssl.google-analytics.com/ga.js,__utmz,41573937.1587606280.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),2020-04-23T01:45:28.783Z,use
3,https://ssl.google-analytics.com/ga.js,path,/,2020-04-23T01:45:28.783Z,use
3,https://ssl.google-analytics.com/ga.js,expires,"Thu,22Oct202013:45:26GMT",2020-04-23T01:45:28.783Z,use
3,https://ssl.google-analytics.com/ga.js,domain,berkeley.edu,2020-04-23T01:45:28.783Z,use
3,https://ssl.google-analytics.com/ga.js,__utmv,,2020-04-23T01:45:28.783Z,use
3,https://ssl.google-analytics.com/ga.js,path,/,2020-04-23T01:45:28.783Z,use
3,https://ssl.google-analytics.com/ga.js,expires,"Thu,23Apr202001:45:26GMT",2020-04-23T01:45:28.783Z,use
3,https://ssl.google-analytics.com/ga.js,domain,berkeley.edu,2020-04-23T01:45:28.783Z,use
3,https://ssl.google-analytics.com/ga.js,__utmc,41573937,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utmt,1,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,nmstat,1587606291823,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__unam,94a0df2-171a4b5b508-2ff782ff-2,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,_ga,GA1.2.1106402829.1587606280,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,_gid,GA1.2.2027022947.1587606305,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,_gat,1,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utma,41573937.1106402829.1587606280.1587606280.1587606280.1,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utmb,41573937.1.10.1587606280,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utmz,41573937.1587606280.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utmc,41573937,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utmt,1,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,nmstat,1587606291823,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__unam,94a0df2-171a4b5b508-2ff782ff-2,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,_ga,GA1.2.1106402829.1587606280,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,_gid,GA1.2.2027022947.1587606305,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,_gat,1,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utma,41573937.1106402829.1587606280.1587606280.1587606280.1,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utmb,41573937.1.10.1587606280,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utmz,41573937.1587606280.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utmc,41573937,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utmt,1,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,nmstat,1587606291823,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__unam,94a0df2-171a4b5b508-2ff782ff-2,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,_ga,GA1.2.1106402829.1587606280,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,_gid,GA1.2.2027022947.1587606305,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,_gat,1,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utma,41573937.1106402829.1587606280.1587606280.1587606280.1,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utmb,41573937.1.10.1587606280,2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utmz,41573937.1587606280.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),2020-04-23T01:45:28.784Z,use
3,https://ssl.google-analytics.com/ga.js,__utmc,41573937,2020-04-23T01:45:28.785Z,use
3,https://ssl.google-analytics.com/ga.js,__utmt,1,2020-04-23T01:45:28.785Z,use
3,https://ssl.google-analytics.com/ga.js,nmstat,1587606291823,2020-04-23T01:45:28.785Z,use
3,https://ssl.google-analytics.com/ga.js,__unam,94a0df2-171a4b5b508-2ff782ff-2,2020-04-23T01:45:28.785Z,use
3,https://ssl.google-analytics.com/ga.js,_ga,GA1.2.1106402829.1587606280,2020-04-23T01:45:28.785Z,use
3,https://ssl.google-analytics.com/ga.js,_gid,GA1.2.2027022947.1587606305,2020-04-23T01:45:28.785Z,use
3,https://ssl.google-analytics.com/ga.js,_gat,1,2020-04-23T01:45:28.785Z,use
3,https://ssl.google-analytics.com/ga.js,__utma,41573937.1106402829.1587606280.1587606280.1587606280.1,2020-04-23T01:45:28.785Z,use
3,https://ssl.google-analytics.com/ga.js,__utmb,41573937.1.10.1587606280,2020-04-23T01:45:28.785Z,use
3,https://ssl.google-analytics.com/ga.js,__utmz,41573937.1587606280.1.1.utmcsr=(direct)|utmccn=(direct)|utmcmd=(none),2020-04-23T01:45:28.785Z,use
3,https://ssl.google-analytics.com/ga.js,__utmc,41573937,2020-04-23T01:45:28.785Z,use
3,https://ssl.google-analytics.com/ga.js,__utmt,1,2020-04-23T01:45:28.785Z,use
3,https://ssl.google-analytics.com/ga.js,nmstat,1587606291823,2020-04-23T01:45:28.785Z,use
